SentenceId,View,Opinion
105471,上汽大众,pos
115484,v8,neu
112827,君越,neu
128442,别克,neu
102332,gt535i,neu
107679,江淮s3,neu
117499,凯越,neg
108652,致悦,neu
116492,高尔夫,neu
110710,大众,neu
103629,嘉年华,neu
113849,哈弗h2,neu
104761,bmwx2,neu
109577,荣威rx5,neu
118943,普瑞维亚,neu
108061,雷克萨斯,neu
122130,盛世,neu
119233,m3,neu
105297,n5,neu
122795,现代,neu
119337,瑞纳,neg
108612,k5,neu
112631,标致,neu
106503,法拉利,neu
118340,捷达,neu
131616,标致,pos
129706,迈腾,neu
103514,雪佛兰,pos
106271,东风,neu
112470,法拉利,neu
102863,k5,neu
120774,自由侠,neu
110196,cs75,neu
111389,瑞纳,neu
117292,金刚,neg
125222,传祺GS8,neu
119639,yeti,pos
116537,广汽丰田,neu
114730,大众,neu
112776,v6,neu
124496,富康,neu
113840,英朗GT,pos
112431,奥迪,neu
120554,卡罗拉,neu
121981,一汽-大众,neu
113783,魅影,neu
130206,捷豹,neg
113222,吉利,neu
120437,雷克萨斯,neu
131969,c4l,pos
124072,一汽-大众,neu
117925,幻速s2,pos
113483,凯美瑞,neu
108005,法拉利,pos
127965,长安马自达,pos
124830,别克,neu
102148,本田锋范,neu
130708,奥迪a6,neg
120453,丰田,neu
130855,途安L,pos
102678,帕萨特,neu
106327,北汽幻速s6cvt,neu
118441,皇冠,neu
110193,丰田威驰,neu
130279,上海大众,neu
117630,508,neu
120313,奥迪rs6avant,neu
131294,帕萨特,neu
120718,英朗,neu
127906,汉兰达,neu
117653,英菲尼迪qx50,neu
113977,凌渡,pos
111257,奥迪,pos
107644,轩逸,neu
112504,别克,neu
111241,gs4,pos
112899,博瑞,neu
120528,捷达,neg
113017,捷达,neu
109105,路虎极光,neu
103413,宝马,neu
102007,福特,neu
100294,奥迪,neu
104729,哈飞,neu
130512,宝来,neu
125102,gt,neu
103455,长安,neu
108980,蓝鸟,neg
111269,英朗,neu
128627,tiguan,neu
125304,ds4s,pos
107479,明锐,neg
122937,奥迪,neu
129840,吉普,neu
109716,海马,pos
106452,大众polo,pos
129009,宝马3系,neu
108950,劳斯莱斯,neu
130803,美人豹,neg
120960,逍客,neu
115703,马自达,neu
132392,高尔夫,neu
115027,斯柯达,neu
102238,v3,neu
120054,江淮,neu
111830,路虎揽胜,neu
128735,蒙迪欧,neu
119204,大众凌渡,neu
105959,雷凌,neg
108860,昂克赛拉,neu
115284,摩根,neu
127082,宝马525,neu
105641,英菲尼迪q70l,pos
120295,飞度,neg
106958,蒙迪欧,pos
100039,东风,neu
123098,江淮,neu
105862,奥迪,neu
131478,雷克萨斯,neu
107424,速腾,neu
125763,x1,neu
119966,比亚迪,pos
115688,卡罗拉,pos
115440,哈弗,pos
132291,雅力士,neu
121283,宝马,pos
117607,帕萨特,neu
100539,宝马,neu
113892,途胜,neu
113969,凯美瑞,neu
132947,大众,neu
123147,奔腾B50,pos
106415,通用,neu
130487,路虎,neu
116613,北京奔驰,neu
119154,广汽丰田,neu
124382,威朗,neu
127659,晶锐,neu
127292,长安,neu
131235,雪佛兰,neu
107011,朗逸,pos
128421,雷凌双擎,neu
105628,宝马,neu
123108,思铂睿,neu
102063,昂科威,neu
107145,奥迪,neu
104244,金刚,neu
129687,标志,neu
117934,长安,neu
115093,迈腾,neu
113083,法拉利,pos
126903,昂科威,pos
101085,一汽奥迪q5,neu
110051,速派,neu
115173,lf-gh,neu
106854,宝马5,neu
107190,蒙迪欧,neu
115878,帝豪,neu
118670,长安cx70,neu
118587,上汽通用凯迪拉克,neu
127331,mustang,neu
125776,天籁,neu
113105,日产聆风,neu
111306,斯柯达,pos
128274,大众mini,neu
110256,卡罗拉,neu
109890,宝马,neu
116125,逸动,neu
123028,奔驰,neu
109903,东风本田竞瑞,neu
109972,奥迪,neu
126973,劳斯莱斯幻影,neu
130874,捷达,neu
107580,大众,pos
127811,蓝鸟,neu
100345,幻速s3,pos
123978,雷克萨斯,neu
119918,奔驰,neu
123808,宝马x1,neu
100174,Polo,neu
123102,兰博基尼,neu
124683,普拉多,pos
119922,通用,neu
122271,力狮,neu
116004,速派,neu
126607,速派,neu
132834,传祺gs4,neu
100564,雷诺日产,pos
105389,雅阁,pos
124638,奥迪,neu
129141,路虎,pos
116318,标致,neu
103544,现代伊兰特,neu
115387,奔驰,neu
114712,奇骏,neu
105211,宝马,neu
114231,帕杰罗,neu
122363,野马,pos
125864,宝马,neu
125310,雪佛兰boltev,neu
112977,宝来,neu
106785,宝马,neu
106842,polo,neu
101076,宝马,neu
104591,瑞风s3,neu
122821,长城,pos
124609,逍客,neu
128159,科鲁兹,pos
118717,东风标致308,neu
112909,polo,neu
101419,大众,neu
125768,途观,neu
126462,五菱之光,neu
106589,翼虎,pos
131876,奔驰,neu
105632,科鲁兹,neu
102870,哈弗h6,neu
120426,慕尚,neu
126457,帝豪,pos
111939,保时捷卡宴,neu
122961,梅赛德斯-amg,neu
100396,悦动,neu
127806,奔驰gle400,neu
118463,jeep自由光,neu
103587,smart,neu
131326,雪铁龙,neg
131050,明锐,neu
125110,桑塔纳,neu
105225,凌渡,pos
112476,cdx,neu
129061,广汽传祺gs4,neu
132772,宝马2系旅行,neu
110564,绅宝x25,neu
124201,北京现代,neu
115012,克莱斯勒,neu
109005,朗逸,neu
108378,幻速s6,pos
131354,A5,neu
101283,汉兰达,neu
126998,标志,neu
131479,雷克萨斯,neu
128817,阿特兹,pos
100755,丰田,neu
110050,迈腾,neu
121972,思铂睿,neu
109989,s8,neu
108374,奥迪,neu
126434,奥迪a6,neg
132519,上海大众,neu
128513,迈威,neu
113449,卡罗拉,neu
115077,众泰z700,pos
108990,速腾,neu
110617,psa,neu
132131,长安cs75,pos
102285,天语,pos
126060,汉兰达,neg
132513,野马,neu
128119,上汽通用五菱,neu
106912,秦,neu
130227,丰田,pos
119218,PHIDEON辉昂,neu
125191,五菱宏光s,neu
119337,k2,neg
125479,大众高尔夫,neu
103040,艾力绅,neu
105296,现代伊兰特,neu
110712,昂科威,neu
108579,猎豹,neu
117127,大众,neu
132832,x1,neu
109121,一汽丰田rav4荣放,neu
116740,408,neu
126858,斯柯达,neu
117419,奥迪,neu
117950,领动,pos
103759,东风雪铁龙,neu
127835,迈锐宝,neu
112420,crv,neu
121403,汉兰达,neg
120454,威朗,pos
115316,途安l,pos
106512,哈弗h2,neu
115730,福克斯,neu
121542,瑞风s3,neu
105407,劳斯莱斯古斯特,neu
104322,途安l,neu
131256,xts,pos
126481,蓝瑟Evolution,neu
122449,昕锐,neg
107172,梅赛德斯-奔驰,pos
117242,雪佛兰,neu
105626,普锐斯,neu
102771,雪佛兰,neu
112683,奇骏,neu
103961,奥迪a4,neu
123547,MINI,pos
117382,宝马2系旅行车,neu
104177,大众,neu
105415,荣威550,neu
109771,辉腾,neu
106142,东风标致,neu
108502,bmw,neu
124876,昂科威,neu
122790,奥迪,pos
102663,朗行,neu
102751,长安,neu
114529,3系,neu
121710,一汽丰田,neu
126223,广汽三菱欧蓝德,neu
101193,别克,neu
128618,捷豹,neu
129964,奥迪a4,neu
102934,宝马,neu
125340,玛莎拉蒂,neu
108201,大众,neu
126928,雷克萨斯,neu
115482,大众帕萨特,neu
126972,克莱斯勒,neu
123024,mx5,neu
110189,大众,neu
102986,福特,pos
123950,哈弗h6,neu
114606,途观,neu
112739,克莱斯勒,neu
132468,哈弗h6,neu
107297,b8,neu
129679,丰田,neu
108444,上海大众,neu
102376,宝来,pos
111229,君威,neu
112479,宝马x4,pos
113269,广汽传祺gs8,neu
117610,长安,neu
101062,路虎,neu
115030,长安福特,neu
132663,雷克萨斯,neu
113173,奥迪q3,neu
115759,奔驰,neu
120224,东风日产,neu
102013,吉普,neu
126453,梅赛德斯-奔驰,neu
105745,奥迪,neu
107480,atsl,neu
114272,阳光,neu
132632,明锐,neu
100174,奥迪50,neu
121053,途胜,neu
119879,w5,neu
119228,朗动,pos
130839,奔驰,pos
126283,宝马,neu
128945,宝来,neu
105738,cx-5,neu
125912,昂克拉,neu
115664,一汽-大众,neu
117784,s350,neu
128720,明锐,neg
106724,朗逸,pos
121729,高尔夫,neg
114863,cs75,neu
118200,广汽丰田,neu
114745,宝马5系,neu
123353,保时捷,neu
128177,rav4,neu
125415,大众,pos
131984,速派,pos
117872,昂克赛拉,neu
122206,科帕奇,neu
124609,本田,neu
113376,奥迪,pos
100296,东风标致508,neu
120010,皇冠,neu
122083,上汽大众,pos
121833,巡洋舰,neu
130064,雅阁,neg
107340,明锐,neu
108380,捷达,neu
114134,宝马x5,neu
105319,东风本田竞瑞,neu
117100,讴歌,neu
109197,5系,neu
109820,昕动,pos
102306,奔驰,neu
121770,蒙迪欧,neu
114598,兰博基尼,neu
112200,宝马,neu
124224,英朗,neu
101276,POLO,neu
118980,奥迪,pos
116698,宝马320,neu
131646,速派,pos
114762,顺达,neu
102945,宝骏730,pos
102397,途观,pos
115052,奥迪,neu
132750,英菲尼迪,neu
111706,哈弗h7,pos
123346,宝马,neu
117012,凯越,neu
131711,大宇,neg
130617,奥迪q5,pos
126695,启辰,neu
120580,菲亚特126p,neu
107914,途观,neg
127092,吉利,neu
115634,宝来,neg
115255,奥迪,neu
104053,菲亚特,neu
103859,梅赛德斯-奔驰,neu
122882,速腾,pos
110284,英朗,pos
115134,途观,neu
124556,h3,neu
124292,朗行,neu
118161,英朗xt,pos
125292,王朝,neu
124793,别克,neu
127034,英朗,neu
122910,迈腾,pos
113467,奥迪tt,neu
110955,现代,neu
104200,轩逸,neu
108411,菲亚特,neu
129696,雪铁龙,neu
109559,福睿斯,neu
115638,奥迪,pos
102706,帝豪,neu
103772,哈弗h6,neu
132255,lexus,neu
130502,速派,neu
126369,smart,pos
100819,北京现代,neu
123164,宝马,neu
110639,杰路驰rav4,neu
122616,昂科威,neu
120550,高尔夫sportsvan,neu
128852,长安,neu
125977,大众凌渡,neu
120473,ux,neu
130295,宝马730,neg
132530,比亚迪,neg
127182,长安欧力威,neu
103883,福睿斯,neu
123145,丰田海狮,neu
101804,君越,pos
122786,瑞风m4,neu
109256,哈弗h6,neu
129947,玛莎拉蒂,neu
127458,ax7,neu
127696,凌特,pos
110630,宝马x1,neu
104914,骐达,pos
127724,本田,neu
129254,东风雪铁龙,neu
102132,长安cs15,neu
112062,audi,neu
112285,福克斯,neu
130581,高尔夫,neu
123997,起亚,neu
107954,广汽传祺gs4,neu
107262,h7,neu
100266,帕萨特,neu
107951,英菲尼迪,neu
131222,奥迪,pos
120134,大众高尔夫,neu
130105,速派,pos
122580,长安,neu
109236,雅阁,neu
131476,途观,pos
132358,迈腾,pos
117520,朗逸,neu
120418,纳智捷,neu
122093,宝马,neu
111786,ats,pos
103432,雷克萨斯,neu
104396,北汽幻速s3l,neu
117273,雪铁龙,neu
128546,北汽幻速s3,pos
120787,嘉年华st,neu
124791,蝰蛇,neu
104557,宝马1系,neu
105016,风神ax7,neu
115631,皇冠,neu
103972,斯柯达明锐,pos
110658,日产,pos
105983,睿翼,neu
124668,江淮,neu
119857,速派,pos
100717,威朗,neu
129070,凯越,neu
127046,凯越,neu
132194,玛驰,neu
108791,科迈罗,neu
114751,本田,neu
117941,逍客,neu
124183,阿特兹,neu
104531,奥迪,neu
124067,迈腾,neu
118728,cx,pos
132724,辉昂,pos
104900,麦弗逊,pos
127058,长安psa,neu
121653,皇冠,neu
131075,皇冠,neu
121292,逸致,neg
129656,大众奥迪,neu
120574,卡罗拉,neu
123769,道奇,neu
106408,广汽传祺gs5,pos
110014,陆虎,neu
113622,斯柯达,neu
122461,lexus雷克萨斯,neu
130783,宝马x5,neu
127918,东风风神,neu
126662,科鲁兹,neu
123219,雅阁,neu
123677,帕萨特,pos
128879,英菲尼迪,neu
103038,北汽,neu
108496,大迈x5,pos
131076,xc90,neu
105586,丰田,neu
106878,荣威,pos
111275,别克,neu
107853,大众,neu
121988,gt,neu
115221,a1,neu
123596,速派,neu
112547,gl8,neu
114471,丰田mirai,neu
127638,奇瑞,neu
115957,甲壳虫,neu
100325,bmw,neu
124441,桑塔纳,neu
130635,荣威rx5,neu
100619,红旗,neu
101890,三菱,neu
105327,infinity,neu
100319,江淮瑞风s3,neu
111290,长安,neu
128701,宝来,neu
126499,大众凌渡,neu
107075,尊荣,neu
124871,雷凌双擎,neu
117049,奥迪,neu
119247,飞度,neu
102730,昂科威,pos
118876,宝骏,neu
116705,smart,pos
103228,奔驰,neu
124915,菲亚特,neu
101744,众泰,neu
113979,大众一汽,neu
113189,q6,neu
125926,高尔夫,neg
131327,长城,neu
128613,哈弗h6,neu
102699,哈弗,neu
105399,奥迪a6l,neu
120136,帕萨特,neu
129264,高尔夫R,pos
109314,桑塔纳,neu
119478,科鲁兹,neu
110858,昂科威,neu
117945,东风标致4008,pos
119084,保时捷卡宴,neu
102452,昕锐,pos
119461,凯迪拉克,neu
126682,起亚k5,neu
132206,丰田,neu
112911,东风风神ax7,pos
111081,途观,neu
121527,速派,pos
113316,广汽本田,neu
124646,迈锐宝,neu
116866,马自达3星骋,neu
132404,东风风神a30,pos
104255,桑塔纳,neu
121062,斯柯达,pos
111989,传祺gs4,neu
110250,奥德赛,neu
116075,奥迪,neu
113621,奥迪a4l,neu
104596,翼虎,neu
108664,福特野马,neu
128239,308,neu
108118,广汽本田,neu
127952,大众,neu
111901,帝豪,neu
124381,撼路者,neu
103032,奔驰,neu
115792,威驰,neu
106766,z700,neu
118503,长安商用,neu
101544,森林人,neg
118575,速派,neu
114379,途观,neu
103053,一汽,neu
100104,凯越,pos
128376,辉腾,neu
104413,A6L,neu
130213,骐达,pos
123320,哈弗h6,pos
112462,宝来,neu
115189,大众,neg
121873,丰田,neu
130217,撼路者,neu
111482,科雷傲,neu
131813,长安,neu
113397,福特,neu
114132,大众,neu
112171,福克斯st,pos
108721,560,neu
107192,丰田,neu
127892,奥德赛,neu
117223,帕萨特,neu
123108,速派,neu
116366,华晨宝马,neg
114210,北京现代ix25,neu
125794,宝马,pos
128156,长安,neu
114143,明锐,pos
117498,奥迪,neu
122236,雪佛兰,neu
110315,英菲尼迪qx50,pos
112576,昂克赛拉,neu
119296,普桑,neu
109338,吉利博瑞,neu
107070,福特,neu
128496,揽胜,pos
125503,哈弗,neu
117189,东风雪铁龙,neu
128811,宝马x1,neu
110012,上海大众朗逸,neu
103508,奥迪a6l,neu
119888,大众,neu
115861,菲亚特,neu
101678,大众,neu
132765,凯越,neu
110148,雪佛兰,pos
128936,宝马,neu
117451,汉兰达,neu
123975,宝马760,neu
130993,一汽马自达,neu
132810,迈巴赫6,neu
116644,速腾,neu
114848,奇瑞,neu
100437,福特F150,pos
105785,途胜,neu
128859,t3,neu
120324,桑塔纳,pos
109246,vision,neu
101822,Yeti,pos
122152,宝马740,neu
113999,现代名图,neu
100102,广汽传祺ga3,neu
129670,宝马,neu
129693,哈弗,pos
101783,切诺基,pos
114445,北汽幻速,neu
125825,捷达,neu
105300,捷达,neu
107049,迈腾,neu
124946,法拉利,neu
109527,英朗,pos
128367,别克,pos
128691,smart,neu
125707,dq250,pos
129073,悦纳,neu
103058,奥德赛,neu
114281,广汽丰田,neu
113959,爱丽舍,neu
106735,福特f150,pos
131493,z3,pos
102281,gs8,pos
102977,大众高尔夫,neu
118305,奥迪,neu
101647,帝豪gl,pos
109274,普拉多,neu
127452,蓝鸟·印象,neu
124893,奥迪quattro,pos
122946,广汽传祺,neu
119316,道奇,pos
117727,宝马,neu
103096,飞度,neu
117144,大众途观,pos
122945,北京现代,neu
130877,威驰,neu
122688,帕萨特B5,neu
127654,蒙迪欧,neu
120011,长安,neu
114578,索纳塔九,neu
112040,kodiaq,neu
104020,英菲尼迪q50l,neu
113978,传祺gs4,neu
129509,速派TSI330智行版,pos
114419,斯柯达速派,pos
111358,宝马,neu
131925,长安,neu
125607,北京现代,neu
110888,福特翼虎,neu
114149,梅赛德斯-奔驰,neu
107470,雷凌,neu
118364,凯迪拉克,neu
117142,b8,neu
126355,宝来,neu
120908,丰田皇冠,neu
114802,一汽马自达,neu
124333,蒙迪欧,neu
119396,花冠,neu
117139,桑塔纳,neu
105580,辉昂,neu
106734,奥迪q5,neu
111595,奔驰,pos
132665,cs75,neu
117956,斯柯达,neu
115695,梅赛德斯-奔驰,neu
111950,逸动xt,neu
103074,英朗,neu
110880,奥迪q2,neu
128998,长安,pos
132192,大众,neu
118724,大众,neu
132482,哈弗h2,neu
101387,大众,neu
131030,铃木启悦,neu
131645,途安l,neu
102526,宝马,neu
115013,日产逍客,neu
116419,上海大众,neu
108592,elise,neu
114611,大众帕萨特,neu
115173,gs,neu
106999,福克斯,neu
103369,昂科威,neu
116601,名爵,neu
114187,骐达,neu
123379,福特,neu
123788,幻速s3l,pos
121538,冠道,neu
103868,奔驰,neu
124607,英菲尼迪qx50,neu
129153,宝马,pos
107374,雷凌,neu
127493,帕萨特,neu
110452,塞纳,neu
115735,宝马,neu
126284,凯迪拉克atsl,neu
117720,奔驰,neu
118915,POLO,neu
126460,蔚揽,neu
114456,华晨宝马5系,neg
112233,博越,neu
129152,思域,neu
105403,a5,neu
117904,汉兰达,pos
118327,宝马,neu
111219,马自达3,neu
119882,缤智,neu
108656,凌渡GTS,pos
100953,路虎,neu
114760,宝骏730,pos
106263,凯美瑞,neu
130646,广汽传祺,neu
132368,SLK,pos
127558,别克凯越hrv,neu
101018,atsl,neu
116504,polo,neu
111201,福克斯,neu
124917,福特,neu
120333,路虎,neu
127563,大众,neu
104431,mg3,neg
118285,r-line,neu
124291,凯迪拉克ats,neu
122404,长安cs75,neu
118227,起亚,neg
103065,宝骏560,neu
101102,比速,neu
106384,哈弗suv,neu
132626,创驰蓝天,pos
104408,奥迪,neu
107000,朗行,pos
114928,宝马,pos
126410,福瑞迪,neu
129720,雅阁,neu
109463,宝马,neu
109819,长安福特翼虎,neu
109390,大捷龙,neu
101694,雷克萨斯,pos
110348,宝马x5,neu
106963,jeep,neu
107008,皇冠,neu
122172,帕萨特,neu
109910,起亚智跑,neu
115293,crv,neu
118926,讴歌,neu
132590,哈弗h2,pos
132118,长安cs75,pos
109690,qx80,neu
126616,蒙迪欧,neu
110852,北汽幻速s3l,neu
129419,哈弗,neu
110084,英朗,neu
119761,别克,neu
107188,长安逸动,neu
122015,皇冠,neu
124671,途观,pos
117209,宝马,neu
117878,上汽,neu
125874,兰博基尼huracan,neu
126443,昂科威,neu
110861,昕锐,neu
118173,迈锐宝,neu
101878,锋驭,pos
107746,宝马,pos
100291,保时捷panamera,neu
102263,宝马,neu
114435,丰田,pos
125524,广汽本田,neu
105428,比亚迪f3,neu
120922,奥迪rs3,neu
115153,旗云2,neu
131923,宝马,neu
125483,大众,pos
121865,法拉利,pos
113790,宝马,pos
114238,宝马m8,neu
123375,缤智,neu
106442,广汽三菱欧蓝德,neu
130742,悦翔v7,neu
102679,雪铁龙,neu
115293,自由光,pos
130491,t70,neu
127162,东风日产,neu
120286,迷你,neu
103209,丰田c-hr,neu
102351,jeep自由客,pos
128574,斯柯达,neu
125534,昕锐,neu
113423,301,neu
120942,自由光,neu
100334,林肯,pos
107179,捷达,neu
107339,梅赛德斯-奔驰,neu
102073,东风a9,neu
117942,巴博斯,neu
129830,上海大众斯柯达明锐,neu
118938,本田,neu
100465,君威,neu
113976,高尔夫7,neu
106408,传祺,pos
108776,奇骏,neg
122194,途观,pos
115605,奥迪,neu
103363,阳光,neu
109633,速腾,neu
118224,北汽,neu
127804,大众,neu
121092,c200,neu
124694,别克凯越,pos
119067,福特mustang,pos
116698,速腾,neu
105474,奥迪,pos
118896,骐达,neu
108527,长安福特,neu
116373,凯迪拉克xt5,neu
111357,宝马3系,neu
119319,雪佛兰spark,neu
107846,索纳塔9,pos
122793,别克,neu
131731,北京奔驰,neu
120025,威驰,neg
131298,凯迪拉克,neu
103498,启辰,neu
117645,科鲁兹,neu
106537,速派,pos
131675,众泰,pos
111841,克鲁兹,neu
102580,宾利,neu
131272,竞瑞,neu
132379,天籁,neu
106791,福克斯,pos
120642,560,pos
106282,瑞风s3,neg
122732,幻速s3l,neu
102799,C4世嘉,neu
124105,北京现代,neu
107909,捷达,neu
128009,保时捷,pos
122696,兰博基尼,neu
131962,宝马,neu
129042,雷克萨斯,neu
112053,m4,neu
132318,奔驰gle,neu
109829,奥迪,pos
121956,北汽,neu
119309,科鲁兹,neu
108852,速派,pos
116996,q7,neu
120745,长安,neu
120121,本田cr-v,neu
127621,吉普,neu
108001,凯越,neu
103551,吉利远景,neu
114683,威驰,pos
108189,福克斯,pos
127216,红旗,neu
115224,华晨宝马,neu
115048,宝马,neu
123244,奥迪a1,neu
121563,科鲁兹,pos
128678,东风标致508,neu
113304,金欧诺,neu
120130,高尔夫4,neu
105503,雪佛兰Impala,neu
120022,福克斯,pos
121308,昂科威,neu
117523,英菲尼迪,neu
108592,日产gtr,neu
120662,奥迪a6l,neu
116189,东风,neu
119012,长安cs75,pos
123871,明锐,neu
121875,捷达,neg
113985,帝豪,neu
102665,捷豹xfl,neu
108840,奥迪,neu
120343,朗逸,neu
103764,奥迪q5,neu
100927,宝马,neu
116548,揽胜,neu
103699,科雷傲,neu
103227,朗行,pos
127889,马自达,pos
129375,英朗,neu
119866,福特,neu
129266,上汽通用五菱,pos
116057,通用,neu
109762,中兴,neg
127947,奥迪,neu
100144,速腾,neu
101495,森林人,pos
115941,上汽通用别克,pos
107813,五菱,neu
119975,标志,neu
131714,高尔夫GTI,neu
102899,劳斯莱斯,neu
124369,crosspolo,neu
101817,福特锐界,neu
101084,飞度,neu
123511,汉兰达,neu
106101,宾利,neu
126801,长安欧尚cx70,neu
110595,君越,neu
110272,高尔夫,neu
126636,quattro,neu
126998,东风,neu
128922,朗动,neu
131830,天籁,neu
132651,爱卡,pos
131366,迈腾,neu
